item_code,source_file,date,doc_no,rec_qty,iss_qty,balance,pdf_safety_stock,pdf_maximum_stock
SP-FB027,SP-FB027.pdf,31/10/2023,REC-23110160,3.0,,3.0,1.0,2.0
SP-FB028,SP-FB028.pdf,23/06/2026,REC-26060124,3.0,,3.0,1.0,3.0
SP-FB028,SP-FB028.pdf,26/06/2026,ISS-69060634,,1.0,2.0,1.0,3.0
SP-FC001,SP-FC001.pdf,18/05/2020,REC-20050001,2.0,,2.0,1.0,5.0
SP-FC001,SP-FC001.pdf,06/07/2020,ISS-63070147,,1.0,1.0,1.0,5.0
SP-FC001,SP-FC001.pdf,12/12/2020,REC-20120158,3.0,,4.0,1.0,5.0
SP-FC001,SP-FC001.pdf,16/01/2021,ISS-64010067,,1.0,3.0,1.0,5.0
SP-FC001,SP-FC001.pdf,02/04/2024,ISS-67040340,,1.0,2.0,1.0,5.0
SP-FC002,SP-FC002.pdf,18/05/2020,REC-20050001,3.0,,3.0,2.0,5.0
SP-FC003,SP-FC003.pdf,18/05/2020,REC-20050001,2.0,,2.0,1.0,10.0
SP-FC003,SP-FC003.pdf,21/07/2020,ISS-63070218,,2.0,0.0,1.0,10.0
SP-FC003,SP-FC003.pdf,29/08/2020,REC-20080099,10.0,,10.0,1.0,10.0
SP-FC003,SP-FC003.pdf,19/10/2020,ISS-63100490,,2.0,8.0,1.0,10.0
SP-FC003,SP-FC003.pdf,10/11/2020,ISS-63110564,,4.0,4.0,1.0,10.0
SP-FC003,SP-FC003.pdf,15/01/2021,ISS-64010062,,1.0,3.0,1.0,10.0
SP-FC003,SP-FC003.pdf,03/03/2021,ISS-64030236,,1.0,2.0,1.0,10.0
SP-FC003,SP-FC003.pdf,04/10/2021,ISS-64100946,,2.0,0.0,1.0,10.0
SP-FC004,SP-FC004.pdf,18/05/2020,REC-20050001,2.0,,2.0,3.0,10.0
SP-FC004,SP-FC004.pdf,20/06/2020,ISS-63060097,,1.0,1.0,3.0,10.0
SP-FC004,SP-FC004.pdf,11/03/2021,ISS-64030272,,1.0,0.0,3.0,10.0
SP-FC004,SP-FC004.pdf,20/03/2021,REC-21030045,3.0,,3.0,3.0,10.0
SP-FC004,SP-FC004.pdf,20/03/2021,REC-21030046,1.0,,4.0,3.0,10.0
SP-FC005,SP-FC005.pdf,18/05/2020,REC-20050001,10.0,,10.0,3.0,10.0
SP-FC005,SP-FC005.pdf,10/10/2020,ISS-63100471,,2.0,8.0,3.0,10.0
SP-FC005,SP-FC005.pdf,11/12/2020,ISS-63120690,,2.0,6.0,3.0,10.0
SP-FC005,SP-FC005.pdf,29/01/2021,ISS-64010120,,2.0,4.0,3.0,10.0
SP-FC005,SP-FC005.pdf,25/02/2021,ISS-64020212,,2.0,2.0,3.0,10.0
SP-FC005,SP-FC005.pdf,20/03/2021,REC-21030045,10.0,,12.0,3.0,10.0
SP-FC005,SP-FC005.pdf,11/05/2021,ISS-64050475,,1.0,11.0,3.0,10.0
SP-FC005,SP-FC005.pdf,17/05/2023,ISS-66050519,,1.0,10.0,3.0,10.0
SP-FC005,SP-FC005.pdf,17/05/2023,ISS-66050522,,2.0,8.0,3.0,10.0
SP-FC005,SP-FC005.pdf,09/02/2024,ISS-67020135,,1.0,7.0,3.0,10.0
SP-FC006,SP-FC006.pdf,18/05/2020,REC-20050001,1.0,,1.0,0.0,10.0
SP-FC007,SP-FC007.pdf,18/05/2020,REC-20050001,2.0,,2.0,1.0,10.0
SP-FC008,SP-FC008.pdf,10/07/2020,REC-20070064,10.0,,10.0,,
SP-FC008,SP-FC008.pdf,10/07/2020,ISS-63070169,,2.0,8.0,,
SP-FC008,SP-FC008.pdf,22/07/2020,ISS-63070219,,2.0,6.0,,
SP-FC008,SP-FC008.pdf,24/07/2020,ISS-63070230,,2.0,4.0,,
SP-FC008,SP-FC008.pdf,15/08/2020,ISS-63080287,,2.0,2.0,,
SP-FC008,SP-FC008.pdf,20/08/2020,ISS-63080301,,2.0,0.0,,
SP-FC008,SP-FC008.pdf,29/08/2020,REC-20080099,10.0,,10.0,,
SP-FC008,SP-FC008.pdf,10/10/2020,ISS-63100471,,2.0,8.0,,
SP-FC008,SP-FC008.pdf,11/05/2021,ISS-64050475,,2.0,6.0,,
SP-FC009,SP-FC009.pdf,10/07/2020,REC-20070064,10.0,,10.0,,
SP-FC009,SP-FC009.pdf,10/07/2020,ISS-63070169,,2.0,8.0,,
SP-FC009,SP-FC009.pdf,15/08/2020,ISS-63080287,,2.0,6.0,,
SP-FC009,SP-FC009.pdf,20/08/2020,ISS-63080301,,2.0,4.0,,
SP-FC009,SP-FC009.pdf,22/08/2020,ISS-63080310,,2.0,2.0,,
SP-FC009,SP-FC009.pdf,03/09/2020,ISS-63090355,,2.0,0.0,,
SP-FC011,SP-FC011.pdf,10/07/2020,REC-20070064,10.0,,10.0,,
SP-FC011,SP-FC011.pdf,22/12/2020,ISS-63120736,,1.0,9.0,,
SP-FC011,SP-FC011.pdf,25/02/2021,ISS-64020208,,1.0,8.0,,
SP-FC011,SP-FC011.pdf,20/12/2021,ISS-64121224,,1.0,7.0,,
SP-FC012,SP-FC012.pdf,04/09/2020,REC-20090101,14.0,,14.0,,
SP-FC012,SP-FC012.pdf,04/09/2020,ISS-63090383,,3.0,11.0,,
SP-FC012,SP-FC012.pdf,16/09/2020,ISS-63090393,,2.0,9.0,,
SP-FC012,SP-FC012.pdf,29/10/2020,ISS-63100526,,2.0,7.0,,
SP-FC012,SP-FC012.pdf,04/12/2020,ISS-63120672,,2.0,5.0,,
SP-FC012,SP-FC012.pdf,26/01/2021,ISS-64010110,,2.0,3.0,,
SP-FC012,SP-FC012.pdf,27/03/2021,ISS-64030324,,2.0,1.0,,
SP-FC012,SP-FC012.pdf,17/05/2021,ISS-64050494,,1.0,0.0,,
SP-FC012,SP-FC012.pdf,09/08/2021,REC-21090166,28.0,,28.0,,
SP-FC012,SP-FC012.pdf,09/09/2021,ISS-64090845,,2.0,26.0,,
SP-FC012,SP-FC012.pdf,13/12/2021,ISS-64121190,,1.0,25.0,,
SP-FC012,SP-FC012.pdf,14/12/2021,ISS-64121198,,2.0,23.0,,
SP-FC013,SP-FC013.pdf,29/08/2020,REC-20080099,2.0,,2.0,,
SP-FC013,SP-FC013.pdf,29/08/2020,REC-20080100,1.0,,3.0,,
SP-FC013,SP-FC013.pdf,30/03/2021,ISS-64030337,,1.0,2.0,,
SP-FC013,SP-FC013.pdf,28/09/2021,ISS-64090924,,1.0,1.0,,
SP-FD001,SP-FD001.pdf,18/05/2020,REC-20050001,12.0,,12.0,2.0,4.0
SP-FD001,SP-FD001.pdf,23/07/2021,ISS-64070685,,2.0,10.0,2.0,4.0
SP-FD001,SP-FD001.pdf,09/12/2022,ISS-65121291,,1.0,9.0,2.0,4.0
SP-FD002,SP-FD002.pdf,18/05/2020,REC-20050001,1.0,,1.0,0.0,2.0
SP-FD003,SP-FD003.pdf,18/05/2020,REC-20050001,2.0,,2.0,0.0,4.0
SP-FD004,SP-FD004.pdf,18/05/2020,REC-20050001,2.0,,2.0,1.0,2.0
SP-FD005,SP-FD005.pdf,18/05/2020,REC-20050001,1.0,,1.0,0.0,4.0
SP-FD006,SP-FD006.pdf,18/05/2020,REC-20050001,1.0,,1.0,1.0,5.0
SP-FD006,SP-FD006.pdf,29/04/2021,ISS-64040426,,1.0,0.0,1.0,5.0
SP-FD006,SP-FD006.pdf,23/12/2021,REC-21120211,4.0,,4.0,1.0,5.0
SP-FD006,SP-FD006.pdf,09/07/2025,ISS-68070818,,1.0,3.0,1.0,5.0
SP-FD007,SP-FD007.pdf,18/05/2020,REC-20050001,25.0,,25.0,2.0,10.0
SP-FD007,SP-FD007.pdf,29/09/2020,ISS-63090432,,1.0,24.0,2.0,10.0
SP-FD007,SP-FD007.pdf,12/05/2021,ISS-64050478,,24.0,0.0,2.0,10.0
SP-FD007,SP-FD007.pdf,25/10/2021,REC-21100186,10.0,,10.0,2.0,10.0
SP-FD007,SP-FD007.pdf,28/04/2023,ISS-66040465,,10.0,0.0,2.0,10.0
SP-FD007,SP-FD007.pdf,16/07/2024,REC-24070100,12.0,,12.0,2.0,10.0
SP-FD007,SP-FD007.pdf,18/03/2025,ISS-68030305,,1.0,11.0,2.0,10.0
SP-FD008,SP-FD008.pdf,18/05/2020,REC-20050001,2.0,,2.0,1.0,5.0
SP-FD009,SP-FD009.pdf,18/05/2020,REC-20050001,2.0,,2.0,1.0,2.0
SP-FD010,SP-FD010.pdf,18/05/2020,REC-20050001,1.0,,1.0,0.0,2.0
SP-FD011,SP-FD011.pdf,18/05/2020,REC-20050001,1.0,,1.0,0.0,2.0
SP-FD012,SP-FD012.pdf,18/05/2020,REC-20050017,3.0,,3.0,,
SP-FD012,SP-FD012.pdf,22/07/2020,ISS-63070221,,1.0,2.0,,
SP-FD012,SP-FD012.pdf,15/02/2021,ISS-64020168,,1.0,1.0,,
SP-FD012,SP-FD012.pdf,12/10/2021,ISS-64100969,,1.0,0.0,,
SP-FD012,SP-FD012.pdf,12/12/2022,REC-22120170,2.0,,2.0,,
SP-FD012,SP-FD012.pdf,09/01/2023,ISS-66010030,,1.0,1.0,,
SP-FD012,SP-FD012.pdf,01/08/2023,ISS-66080781,,1.0,0.0,,
SP-FD012,SP-FD012.pdf,18/09/2023,REC-23090132,2.0,,2.0,,
SP-FD012,SP-FD012.pdf,08/11/2023,ISS-66111193,,1.0,1.0,,
SP-FD012,SP-FD012.pdf,24/05/2024,REC-24070109,2.0,,3.0,,
SP-FD012,SP-FD012.pdf,20/09/2024,ISS-67091028,,1.0,2.0,,
SP-FD012,SP-FD012.pdf,10/10/2024,ISS-67121410,,1.0,1.0,,
SP-FD012,SP-FD012.pdf,06/12/2024,ISS-67121400,,1.0,0.0,,
SP-FD012,SP-FD012.pdf,10/11/2025,REC-25110202,2.0,,2.0,,
SP-FD012,SP-FD012.pdf,12/11/2025,ISS-68111313,,1.0,1.0,,
SP-FD012,SP-FD012.pdf,19/02/2026,ISS-69020182,,1.0,0.0,,
SP-FD012,SP-FD012.pdf,24/02/2026,REC-26020031,2.0,,2.0,,
SP-FD012,SP-FD012.pdf,24/02/2026,ISS-69020187,,1.0,1.0,,
SP-FD012,SP-FD012.pdf,05/05/2026,ISS-69050412,,1.0,0.0,,
SP-FD012,SP-FD012.pdf,01/06/2026,REC-26060108,2.0,,2.0,,
SP-FD013,SP-FD013.pdf,06/06/2020,REC-20060044,1.0,,1.0,,
SP-FD013,SP-FD013.pdf,24/06/2020,ISS-63060107,,1.0,0.0,,
SP-FD013,SP-FD013.pdf,07/10/2024,REC-24100163,1.0,,1.0,,
SP-FD014,SP-FD014.pdf,06/06/2020,REC-20060044,1.0,,1.0,,
SP-FD014,SP-FD014.pdf,24/06/2020,ISS-63060107,,1.0,0.0,,
SP-FD014,SP-FD014.pdf,07/10/2024,REC-24100163,1.0,,1.0,,
SP-FD015,SP-FD015.pdf,06/06/2020,REC-20060044,2.0,,2.0,,
SP-FD015,SP-FD015.pdf,17/06/2020,ISS-63060086,,2.0,0.0,,
SP-FD015,SP-FD015.pdf,07/10/2024,REC-24100163,2.0,,2.0,,
SP-FD016,SP-FD016.pdf,06/06/2020,REC-20060044,1.0,,1.0,,
SP-FD016,SP-FD016.pdf,14/06/2022,ISS-69040388,,1.0,0.0,,
SP-FD016,SP-FD016.pdf,27/04/2026,REC-26040070,2.0,,2.0,,
SP-FD016,SP-FD016.pdf,27/04/2026,ISS-69040389,,1.0,1.0,,
SP-FD017,SP-FD017.pdf,12/06/2020,REC-20060047,2.0,,2.0,,
SP-FD017,SP-FD017.pdf,19/03/2026,REC-26030055,2.0,,4.0,,
SP-FD018,SP-FD018.pdf,12/06/2020,REC-20060047,2.0,,2.0,,
SP-FD018,SP-FD018.pdf,01/06/2026,ISS-69060537,,2.0,0.0,,
SP-FD019,SP-FD019.pdf,23/05/2020,ISS-65030277,,1.0,-1.0,,
SP-FD019,SP-FD019.pdf,12/06/2020,REC-20060047,2.0,,1.0,,
SP-FD020,SP-FD020.pdf,28/10/2020,REC-20100131,2.0,,2.0,1.0,2.0
SP-FD021,SP-FD021.pdf,07/07/2023,REC-23070092,2.0,,2.0,1.0,2.0
SP-FD021,SP-FD021.pdf,08/07/2023,ISS-66070699,,1.0,1.0,1.0,2.0
SP-FD021,SP-FD021.pdf,19/08/2023,ISS-66080836,,1.0,0.0,1.0,2.0
SP-FD021,SP-FD021.pdf,01/04/2025,REC-25040039,3.0,,3.0,1.0,2.0
SP-FD021,SP-FD021.pdf,30/04/2025,ISS-68040481,,1.0,2.0,1.0,2.0
SP-FD021,SP-FD021.pdf,16/01/2026,ISS-69010052,,1.0,1.0,1.0,2.0
SP-FD022,SP-FD022.pdf,16/07/2024,REC-24070100,14.0,,14.0,0.0,10.0
SP-FD023,SP-FD023.pdf,16/07/2024,REC-24070100,4.0,,4.0,0.0,10.0
SP-FD024,SP-FD024.pdf,14/05/2026,REC-26050096,2.0,,2.0,1.0,2.0
SP-FD024,SP-FD024.pdf,14/05/2026,ISS-69050484,,2.0,0.0,1.0,2.0
SP-FD024,SP-FD024.pdf,26/05/2026,REC-26050101,1.0,,1.0,1.0,2.0
SP-FD024,SP-FD024.pdf,26/05/2026,REC-26050103,5.0,,6.0,1.0,2.0
SP-FE001,SP-FE001.pdf,18/05/2020,REC-20050001,6.0,,6.0,2.0,5.0
SP-FE001,SP-FE001.pdf,18/06/2020,ISS-63060089,,1.0,5.0,2.0,5.0
SP-FE001,SP-FE001.pdf,18/06/2020,ISS-63060090,,1.0,4.0,2.0,5.0
SP-FE001,SP-FE001.pdf,18/01/2021,ISS-64010073,,1.0,3.0,2.0,5.0
SP-FE001,SP-FE001.pdf,02/02/2022,ISS-65020111,,1.0,2.0,2.0,5.0
SP-FE002,SP-FE002.pdf,18/05/2020,REC-20050001,5.0,,5.0,2.0,5.0
SP-FE002,SP-FE002.pdf,18/01/2023,ISS-66010070,,1.0,4.0,2.0,5.0
SP-FE003,SP-FE003.pdf,18/05/2020,REC-20050001,2.0,,2.0,2.0,5.0
SP-FE003,SP-FE003.pdf,07/07/2020,ISS-63070151,,1.0,1.0,2.0,5.0
SP-FE003,SP-FE003.pdf,19/09/2020,ISS-63090400,,1.0,0.0,2.0,5.0
SP-FE003,SP-FE003.pdf,06/01/2022,REC-22010001,3.0,,3.0,2.0,5.0
SP-FE003,SP-FE003.pdf,20/06/2022,ISS-65060613,,1.0,2.0,2.0,5.0
SP-FE003,SP-FE003.pdf,06/09/2022,ISS-65090903,,1.0,1.0,2.0,5.0
SP-FE003,SP-FE003.pdf,24/07/2023,REC-23070104,1.0,,2.0,2.0,5.0
SP-FE004,SP-FE004.pdf,18/05/2020,REC-20050001,1.0,,1.0,2.0,5.0
SP-FE004,SP-FE004.pdf,29/06/2020,ISS-63060129,,1.0,0.0,2.0,5.0
SP-FE004,SP-FE004.pdf,17/07/2023,REC-23070095,1.0,,1.0,2.0,5.0
SP-FE004,SP-FE004.pdf,27/12/2023,ISS-66121366,,1.0,0.0,2.0,5.0
SP-FE005,SP-FE005.pdf,18/05/2020,REC-20050001,10.0,,10.0,2.0,5.0
SP-FE005,SP-FE005.pdf,29/09/2020,ISS-63090431,,1.0,9.0,2.0,5.0
SP-FE005,SP-FE005.pdf,03/02/2021,ISS-64020139,,1.0,8.0,2.0,5.0
SP-FE005,SP-FE005.pdf,04/10/2021,ISS-64100945,,2.0,6.0,2.0,5.0
SP-FE005,SP-FE005.pdf,25/11/2021,ISS-64111141,,2.0,4.0,2.0,5.0
SP-FE005,SP-FE005.pdf,14/12/2022,ISS-65121320,,1.0,3.0,2.0,5.0
SP-FE005,SP-FE005.pdf,02/09/2023,ISS-66090915,,1.0,2.0,2.0,5.0
SP-FE005,SP-FE005.pdf,25/12/2023,ISS-66121356,,1.0,1.0,2.0,5.0
SP-FE005,SP-FE005.pdf,23/05/2024,ISS-67050532,,1.0,0.0,2.0,5.0
SP-FE005,SP-FE005.pdf,19/08/2025,REC-25080150,4.0,,4.0,2.0,5.0
SP-FE005,SP-FE005.pdf,19/08/2025,ISS-68080973,,2.0,2.0,2.0,5.0
SP-FE005,SP-FE005.pdf,19/08/2025,ISS-68080974,,2.0,0.0,2.0,5.0
SP-FE005,SP-FE005.pdf,12/12/2025,REC-25120225,3.0,,3.0,2.0,5.0
SP-FE005,SP-FE005.pdf,04/03/2026,ISS-69030225,,1.0,2.0,2.0,5.0
SP-FE006,SP-FE006.pdf,18/05/2020,REC-20050001,6.0,,6.0,2.0,5.0
SP-FE006,SP-FE006.pdf,26/09/2020,ISS-63090424,,1.0,5.0,2.0,5.0
SP-FE007,SP-FE007.pdf,18/05/2020,REC-20050001,2.0,,2.0,2.0,5.0
SP-FE007,SP-FE007.pdf,31/08/2022,ISS-65080883,,1.0,1.0,2.0,5.0
SP-FE007,SP-FE007.pdf,26/10/2023,ISS-66101140,,1.0,0.0,2.0,5.0
SP-FE008,SP-FE008.pdf,18/05/2020,REC-20050001,1.0,,1.0,2.0,5.0
SP-FE009,SP-FE009.pdf,18/05/2020,REC-20050001,4.0,,4.0,2.0,5.0
SP-FE010,SP-FE010.pdf,18/05/2020,REC-20050001,3.0,,3.0,2.0,5.0
SP-FE011,SP-FE011.pdf,18/05/2020,REC-20050001,1.0,,1.0,1.0,2.0
SP-FE011,SP-FE011.pdf,29/07/2020,ISS-63070235,,1.0,0.0,1.0,2.0
SP-FE011,SP-FE011.pdf,05/08/2020,REC-20080088,1.0,,1.0,1.0,2.0
SP-FE011,SP-FE011.pdf,30/06/2022,ISS-65060649,,1.0,0.0,1.0,2.0
SP-FE011,SP-FE011.pdf,24/04/2023,REC-23040063,2.0,,2.0,1.0,2.0
SP-FE011,SP-FE011.pdf,25/04/2023,ISS-66050537,,1.0,1.0,1.0,2.0
SP-FE012,SP-FE012.pdf,18/05/2020,REC-20050001,3.0,,3.0,2.0,5.0
SP-FE012,SP-FE012.pdf,29/07/2020,ISS-63080263,,1.0,2.0,2.0,5.0
SP-FE012,SP-FE012.pdf,05/08/2020,ISS-63080264,,1.0,1.0,2.0,5.0
SP-FE012,SP-FE012.pdf,27/11/2021,ISS-64111144,,1.0,0.0,2.0,5.0
SP-FE013,SP-FE013.pdf,18/05/2020,REC-20050001,1.0,,1.0,0.0,2.0
SP-FE013,SP-FE013.pdf,01/07/2023,REC-23070087,1.0,,2.0,0.0,2.0
SP-FE013,SP-FE013.pdf,05/01/2026,ISS-69010008,,1.0,1.0,0.0,2.0
SP-FE014,SP-FE014.pdf,18/05/2020,REC-20050001,3.0,,3.0,1.0,5.0
SP-FE014,SP-FE014.pdf,21/04/2021,ISS-64040397,,1.0,2.0,1.0,5.0
SP-FE014,SP-FE014.pdf,05/05/2021,ISS-64050445,,1.0,1.0,1.0,5.0
SP-FE015,SP-FE015.pdf,18/05/2020,REC-20050001,1.0,,1.0,1.0,3.0
SP-FE015,SP-FE015.pdf,18/07/2020,ISS-63070211,,1.0,0.0,1.0,3.0
SP-FE015,SP-FE015.pdf,28/09/2020,REC-20090110,2.0,,2.0,1.0,3.0
SP-FE015,SP-FE015.pdf,23/11/2021,ISS-64111137,,1.0,1.0,1.0,3.0
SP-FE015,SP-FE015.pdf,14/05/2022,ISS-65050456,,1.0,0.0,1.0,3.0
SP-FE015,SP-FE015.pdf,18/05/2022,REC-22050056,3.0,,3.0,1.0,3.0
SP-FE015,SP-FE015.pdf,26/10/2023,ISS-66101135,,3.0,0.0,1.0,3.0
SP-FE015,SP-FE015.pdf,16/10/2024,REC-24100169,3.0,,3.0,1.0,3.0
SP-FE015,SP-FE015.pdf,10/06/2026,ISS-69060579,,1.0,2.0,1.0,3.0
SP-FE016,SP-FE016.pdf,18/05/2020,REC-20050001,2.0,,2.0,1.0,3.0
SP-FE016,SP-FE016.pdf,10/07/2020,ISS-63070171,,1.0,1.0,1.0,3.0
SP-FE016,SP-FE016.pdf,02/03/2021,ISS-64030230,,1.0,0.0,1.0,3.0
SP-FE016,SP-FE016.pdf,16/10/2024,REC-24100169,3.0,,3.0,1.0,3.0
SP-FE016,SP-FE016.pdf,02/04/2025,ISS-68040369,,1.0,2.0,1.0,3.0
SP-FE016,SP-FE016.pdf,06/09/2025,ISS-68091043,,1.0,1.0,1.0,3.0
SP-FE017,SP-FE017.pdf,18/05/2020,REC-20050001,1.0,,1.0,1.0,3.0
SP-FE017,SP-FE017.pdf,18/02/2023,ISS-66020223,,1.0,0.0,1.0,3.0
SP-FE017,SP-FE017.pdf,16/10/2024,REC-24100169,3.0,,3.0,1.0,3.0
SP-FE018,SP-FE018.pdf,18/05/2020,REC-20050001,1.0,,1.0,1.0,3.0
SP-FE019,SP-FE019.pdf,18/05/2020,REC-20050001,1.0,,1.0,1.0,3.0
SP-FE020,SP-FE020.pdf,18/05/2020,REC-20050001,1.0,,1.0,1.0,3.0
SP-FE020,SP-FE020.pdf,17/02/2022,ISS-65020152,,1.0,0.0,1.0,3.0
SP-FE021,SP-FE021.pdf,18/05/2020,REC-20050001,2.0,,2.0,1.0,3.0
SP-FE021,SP-FE021.pdf,25/05/2020,REC-20050035,1.0,,3.0,1.0,3.0
SP-FE021,SP-FE021.pdf,25/05/2020,ISS-63050021,,1.0,2.0,1.0,3.0
SP-FE021,SP-FE021.pdf,15/02/2021,ISS-64020167,,1.0,1.0,1.0,3.0
SP-FE021,SP-FE021.pdf,21/09/2021,ISS-64090904,,1.0,0.0,1.0,3.0
SP-FE021,SP-FE021.pdf,25/03/2022,REC-22030033,3.0,,3.0,1.0,3.0
SP-FE021,SP-FE021.pdf,26/03/2022,ISS-65030288,,1.0,2.0,1.0,3.0
SP-FE021,SP-FE021.pdf,23/05/2022,ISS-65050491,,1.0,1.0,1.0,3.0
SP-FE021,SP-FE021.pdf,16/06/2022,ISS-65060599,,1.0,0.0,1.0,3.0
SP-FE021,SP-FE021.pdf,20/04/2023,ISS-66040442,,1.0,-1.0,1.0,3.0
SP-FE021,SP-FE021.pdf,17/07/2023,REC-23070095,1.0,,0.0,1.0,3.0
SP-FE021,SP-FE021.pdf,24/07/2023,ISS-66070751,,1.0,-1.0,1.0,3.0
SP-FE021,SP-FE021.pdf,05/10/2023,REC-23100141,2.0,,1.0,1.0,3.0
SP-FE021,SP-FE021.pdf,11/01/2024,ISS-67010055,,1.0,0.0,1.0,3.0
SP-FE021,SP-FE021.pdf,02/04/2024,ISS-67040341,,1.0,-1.0,1.0,3.0
SP-FE021,SP-FE021.pdf,13/06/2024,REC-24060081,1.0,,0.0,1.0,3.0
SP-FE021,SP-FE021.pdf,14/06/2024,REC-24060082,2.0,,2.0,1.0,3.0
SP-FE021,SP-FE021.pdf,14/06/2024,ISS-67060615,,1.0,1.0,1.0,3.0
SP-FE021,SP-FE021.pdf,26/04/2025,ISS-68040466,,1.0,0.0,1.0,3.0
SP-FE021,SP-FE021.pdf,17/07/2025,ISS-68070859,,1.0,-1.0,1.0,3.0
SP-FE021,SP-FE021.pdf,27/11/2025,REC-25110210,3.0,,2.0,1.0,3.0
SP-FE021,SP-FE021.pdf,19/03/2026,REC-26030055,2.0,,4.0,1.0,3.0
SP-FE021,SP-FE021.pdf,27/06/2026,ISS-69060639,,1.0,3.0,1.0,3.0
SP-FE022,SP-FE022.pdf,18/05/2020,REC-20050001,2.0,,2.0,1.0,3.0
SP-FE022,SP-FE022.pdf,19/11/2021,ISS-64111119,,1.0,1.0,1.0,3.0
SP-FE022,SP-FE022.pdf,14/12/2021,ISS-64121193,,1.0,0.0,1.0,3.0
SP-FE022,SP-FE022.pdf,17/07/2023,REC-23070095,2.0,,2.0,1.0,3.0
SP-FE022,SP-FE022.pdf,29/10/2024,ISS-67101246,,1.0,1.0,1.0,3.0
SP-FE023,SP-FE023.pdf,18/05/2020,REC-20050001,1.0,,1.0,0.0,3.0
SP-FE023,SP-FE023.pdf,25/05/2022,ISS-65050499,,1.0,0.0,0.0,3.0
SP-FE023,SP-FE023.pdf,17/07/2023,REC-23070095,1.0,,1.0,0.0,3.0
SP-FE024,SP-FE024.pdf,18/05/2020,REC-20050001,3.0,,3.0,1.0,3.0
SP-FE024,SP-FE024.pdf,29/01/2021,ISS-64010119,,1.0,2.0,1.0,3.0
SP-FE024,SP-FE024.pdf,18/11/2021,ISS-64111117,,1.0,1.0,1.0,3.0
SP-FE024,SP-FE024.pdf,17/07/2023,REC-23070095,1.0,,2.0,1.0,3.0
SP-FE026,SP-FE026.pdf,08/02/2023,REC-23020022,1.0,,1.0,0.0,2.0
SP-FE026,SP-FE026.pdf,17/03/2025,ISS-68030302,,1.0,0.0,0.0,2.0
SP-FE027,SP-FE027.pdf,09/07/2020,REC-20070063,10.0,,10.0,0.0,20.0
SP-FE027,SP-FE027.pdf,18/07/2020,ISS-63070209,,1.0,9.0,0.0,20.0
SP-FE027,SP-FE027.pdf,21/10/2020,ISS-63100500,,1.0,8.0,0.0,20.0
SP-FE027,SP-FE027.pdf,28/01/2021,ISS-64010117,,1.0,7.0,0.0,20.0
SP-FE027,SP-FE027.pdf,23/02/2021,ISS-64020200,,3.0,4.0,0.0,20.0
SP-FE027,SP-FE027.pdf,05/05/2021,ISS-64050445,,1.0,3.0,0.0,20.0
SP-FE027,SP-FE027.pdf,05/05/2021,ISS-64050447,,3.0,0.0,0.0,20.0
SP-FE027,SP-FE027.pdf,27/05/2022,REC-22050058,20.0,,20.0,0.0,20.0
SP-FE027,SP-FE027.pdf,23/06/2022,ISS-65060620,,2.0,18.0,0.0,20.0
SP-FE027,SP-FE027.pdf,31/10/2022,ISS-65101111,,4.0,14.0,0.0,20.0
SP-FE027,SP-FE027.pdf,15/11/2022,ISS-65111189,,1.0,13.0,0.0,20.0
SP-FE027,SP-FE027.pdf,30/11/2022,ISS-65111261,,2.0,11.0,0.0,20.0
SP-FE027,SP-FE027.pdf,14/02/2023,ISS-66020206,,1.0,10.0,0.0,20.0
SP-FE027,SP-FE027.pdf,20/03/2023,ISS-66030340,,2.0,8.0,0.0,20.0
SP-FE027,SP-FE027.pdf,10/04/2024,ISS-67040378,,2.0,6.0,0.0,20.0
SP-FE027,SP-FE027.pdf,30/07/2024,ISS-67080915,,1.0,5.0,0.0,20.0
SP-FE027,SP-FE027.pdf,26/08/2024,ISS-67080914,,1.0,4.0,0.0,20.0
SP-FE027,SP-FE027.pdf,27/11/2024,ISS-68020152,,4.0,0.0,0.0,20.0
SP-FE027,SP-FE027.pdf,09/06/2025,REC-25060099,20.0,,20.0,0.0,20.0
SP-FE027,SP-FE027.pdf,31/07/2025,ISS-68070907,,2.0,18.0,0.0,20.0
SP-FE027,SP-FE027.pdf,22/11/2025,ISS-68111349,,2.0,16.0,0.0,20.0
SP-FE028,SP-FE028.pdf,18/05/2020,REC-20050001,18.0,,18.0,10.0,20.0
SP-FE028,SP-FE028.pdf,29/05/2020,ISS-63050040,,5.0,13.0,10.0,20.0
SP-FE028,SP-FE028.pdf,11/05/2021,ISS-64050468,,1.0,12.0,10.0,20.0
SP-FE028,SP-FE028.pdf,27/03/2024,ISS-67030315,,1.0,11.0,10.0,20.0
SP-FE028,SP-FE028.pdf,31/05/2024,ISS-67050553,,3.0,8.0,10.0,20.0
SP-FE028,SP-FE028.pdf,11/07/2024,ISS-67070745,,1.0,7.0,10.0,20.0
SP-FE029,SP-FE029.pdf,18/05/2020,REC-20050001,4.0,,4.0,1.0,2.0
SP-FE030,SP-FE030.pdf,18/05/2020,REC-20050001,2.0,,2.0,1.0,2.0
SP-FE030,SP-FE030.pdf,15/08/2022,ISS-65080810,,1.0,1.0,1.0,2.0
SP-FE032,SP-FE032.pdf,18/05/2020,REC-20050001,3.0,,3.0,1.0,2.0
SP-FE033,SP-FE033.pdf,18/05/2020,REC-20050001,1.0,,1.0,1.0,2.0
